Index,Red,Green,Blue
184,293,391,226,
185,350,355,256,
186,382,370,272,
187,211,348,233,
188,165,377,246,
189,152,390,231,
190,121,306,235,
191,131,364,322,
192,84,362,250,
193,93,354,218,
194,76,374,207,
195,66,258,263,
196,56,293,179,
197,46,288,213,
198,53,208,156,
199,45,197,143,
200,39,183,169,
201,43,190,122,
202,40,137,105,
203,35,112,110,
204,40,88,86,
205,35,74,65,
206,29,60,61,
207,31,48,48,
208,36,34,35,
209,34,25,24,
210,24,24,17,
211,27,27,10,
212,24,23,21,
213,26,19,5,
214,35,23,9,
215,30,19,6,
216,25,14,5,
217,30,19,10,
218,28,17,9,
219,30,17,3,
220,15,12,11,
221,19,17,8,
222,25,15,3,
223,28,16,5,
224,29,13,4,
225,23,10,5,
226,20,14,2,
227,27,14,3,
228,12,11,4,
229,18,8,4,
230,17,11,3,
231,19,10,2,
232,17,12,2,
233,30,11,6,
234,15,15,1,
235,17,6,1,
236,18,11,1,
237,25,12,1,
238,15,9,1,
239,9,9,4,
240,12,11,2,
241,21,13,0,
242,15,8,2,
243,14,11,1,
244,12,9,0,
245,14,9,0,
246,24,11,3,
247,11,5,2,
248,14,7,2,
249,6,11,0,
250,10,8,1,
251,20,7,5,
252,18,10,1,
253,20,4,4,
254,14,8,0,
255,890,391,17,
Means,83.68,78.05,70.02
STD,46.94,50.11,47.93
